,dur,sbytes,rate,sload,sloss,sinpkt,smean,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_dst_src_ltm,ct_srv_dst,label
1041,0.954393,564,17.812368,4258.203613000001,2,105.940444,56,4,1,1,1,1,1
1042,0.661625,564,25.694312,6142.452147999999,2,72.893889,56,1,1,1,1,1,1
1043,0.471605,56907,129.34553200000002,946029.0,22,9.006674,1138,1,1,1,1,1,1
1044,0.25185799999999997,982,59.557370999999996,28079.31445,2,28.954251,98,2,1,1,1,1,1
1045,0.438169,746,34.233366,12269.23828,2,48.572666999999996,75,2,1,1,1,1,1
1046,0.24094400000000002,2550,62.25513,76200.28125,2,25.067110999999997,255,12,1,4,12,12,1
1047,8e-06,202,125000.0003,101000000.0,0,0.008,101,1,2,1,1,1,1
1048,2.228986,1562,67.74380699999999,5444.62793,7,67.54503000000001,46,1,1,1,1,1,1
1049,0.516351,2346,63.910017,34333.23438,6,30.373588,130,2,1,1,1,1,1
1050,0.37442800000000004,758,40.061106,14592.925780000001,2,39.980889000000005,76,10,1,1,10,9,1
1051,4e-06,1098,250000.0006,1098000000.0,0,0.004,549,7,2,2,6,6,1
1052,0.286011,610,52.445533,15356.05176,2,30.695889,61,4,1,2,3,3,1
1053,0.196707,916,76.255549,33552.44141,2,20.117889,92,1,1,1,1,1,1
1054,1.245465,1034,23.284475,6230.604492,4,81.590069,65,7,1,1,1,1,1
1055,0.251465,834,91.464023,23891.99414,2,27.940556,83,1,1,1,1,1,1
1056,0.303068,758,49.493840999999996,18028.95703,2,30.768556,76,10,1,3,10,9,1
1057,6e-06,168,166666.6608,112000000.0,0,0.006,84,5,2,1,1,1,1
1058,0.671307,564,25.323732999999997,6053.861816,2,73.584,56,2,1,1,1,2,1
1059,1.8068259999999998,18614,28.226293,79671.20313,12,62.304348,620,1,1,1,1,1,1
1060,0.727527,364,20.617791,3507.773438,1,103.784429,46,1,1,3,2,1,1
1061,9e-06,104,111111.1072,46222220.0,0,0.009000000000000001,52,1,2,2,2,1,1
1062,6e-06,1098,166666.6608,732000000.0,0,0.006,549,5,2,1,4,4,1
1063,1.7288400000000002,1122,38.754309,4979.061035,7,75.140997,47,1,1,1,1,1,1
1064,1.1e-05,1882,90909.0902,684363648.0,0,0.011000000000000001,941,63,2,9,63,62,1
1065,6e-06,1098,166666.6608,732000000.0,0,0.006,549,5,2,1,4,4,1
1066,9e-06,156,111111.1072,69333328.0,0,0.009000000000000001,78,1,2,1,63,1,1
1067,1.9716,3792,19.780888,14619.59766,7,103.768423,190,1,1,2,2,1,1
1068,0.329796,1128,45.482664,24645.53906,2,32.768889,113,1,1,1,1,1,1
1069,0.175826,1342,85.311616,54963.42969,2,18.855,134,5,1,1,2,2,1
1070,0.622109,2530,24.11153,29281.04297,2,62.370222,253,7,1,2,6,6,1
1071,4e-06,1216,250000.0006,1216000000.0,0,0.004,608,2,2,1,1,1,1
1072,0.256452,962,58.490479,27014.80273,2,28.494667,96,3,1,1,1,1,1
1073,1.0732059999999999,1020,15.840389000000002,6843.04834,2,110.680778,102,5,1,1,1,1,1
1074,1.1373389999999999,1010,30.773587,6710.400390999999,6,66.902294,56,2,1,1,1,1,1
1075,0.29931599999999997,878,56.796164000000005,21141.53711,2,33.257333,88,3,1,1,2,1,1
1076,0.772725,2448,71.176681,24081.01172,6,40.669738,122,1,1,1,1,1,1
1077,0.911175,17266,29.632068,144016.2344,7,45.93316,863,4,1,1,4,5,1
1078,0.808196,1108,87.849976,10512.30176,7,35.135129,46,1,1,1,1,1,1
1079,0.9051030000000001,564,18.782392,4490.09668,2,97.637556,56,1,1,1,1,1,1
1080,0.8961180000000001,830,16.738867000000003,6668.764647999999,2,82.47855600000001,83,5,1,1,1,1,1
1081,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,1,2,1,1,1,1
1082,3e-06,78,333333.3215,104000000.0,0,0.003,39,1,2,1,1,1,1
1083,1.062357,490,16.002154,3320.917725,2,113.963889,49,4,1,2,4,5,1
1084,0.274003,822,62.043117,21605.60352,2,30.444778000000003,82,1,1,1,1,1,1
1085,5e-06,168,200000.0051,134400000.0,0,0.005,84,1,2,1,1,1,1
1086,0.741363,566,20.233004,5503.376953,2,74.95455600000001,57,2,1,2,3,2,1
1087,0.214862,364,69.81225,11877.39063,1,30.694571000000003,46,1,1,1,1,1,1
1088,7.000000000000001e-06,168,142857.1409,96000000.0,0,0.006999999999999999,84,1,2,1,1,1,1
1089,0.9385020000000001,364,15.982917,2719.2270510000003,1,133.944004,46,1,1,2,2,1,1
1090,0.204584,950,73.31951600000001,33433.69922,2,20.915222,95,1,1,1,1,1,1
1091,0.496259,1548,30.226152000000003,22472.13672,2,44.925,155,1,1,1,1,2,1
1092,0.602899,546,28.197094,6528.456543,2,66.988778,55,7,1,2,7,7,1
1093,4e-06,352,250000.0006,352000000.0,0,0.004,176,2,2,1,1,1,1
1094,0.41407,874,36.225758,15205.1582,2,45.900333,87,3,1,1,1,1,1
1095,6e-06,168,166666.6608,112000000.0,0,0.006,84,2,2,1,1,1,1
1096,0.705453,1126,77.964091,12134.04785,6,37.129104,56,1,1,1,1,2,1
1097,0.280438,1084,110.54136499999998,28355.64258,2,25.494364,90,1,1,1,1,1,1
1098,4.6208849999999995,5984,203.640649,10280.282229999999,2,35.820814,46,2,1,2,2,1,1
1099,2.556054,2522,131.061388,7736.925293000001,2,52.164365999999994,50,1,1,2,2,1,1
1100,0.188708,962,79.487883,36712.80469,2,20.967556,96,1,1,1,1,1,1
1101,0.6231300000000001,2426,97.892892,29592.539060000003,6,32.796315,121,1,1,1,1,1,1
1102,9e-06,164,111111.1072,72888888.0,0,0.009000000000000001,82,3,2,1,1,1,1
1103,0.674142,564,25.217239000000003,6028.40332,2,74.904667,56,1,1,1,1,1,1
1104,0.193089,1002,77.684387,37371.36719,2,19.861667,100,2,1,1,1,1,1
1105,0.921358,1216,94.425838,10158.91797,7,36.854321,47,1,1,1,1,1,1
1106,1.3741219999999998,1814,141.908795,10298.93945,7,35.233896,45,1,1,1,1,1,1
1107,0.203767,1010,73.613489,35687.82031,2,20.503,101,1,1,1,1,1,1
1108,0.244588,838,69.504636,24694.58789,2,27.176444,84,2,1,2,2,2,1
1109,0.263146,860,64.602917,23530.66211,2,29.238444,86,1,1,1,1,1,1
1110,1e-06,168,1000000.003,672000000.0,0,0.001,84,1,2,1,1,1,1
1111,0.196822,1022,76.210992,37394.19141,2,20.148332999999997,102,1,1,1,1,1,1
1112,0.677212,1012,54.635771,11293.36133,6,39.836,56,1,1,1,1,1,1
1113,0.262368,1026,57.171608,28174.16797,2,27.011111,103,1,1,3,1,1,1
1114,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1115,0.842756,564,20.171913,4822.273926,2,90.709556,56,2,1,1,1,1,1
1116,5e-06,180,200000.0051,144000000.0,0,0.005,90,4,2,3,3,3,1
1117,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1118,5e-06,180,200000.0051,144000000.0,0,0.005,90,4,2,3,3,3,1
1119,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1120,0.8500469999999999,574,17.646082999999997,4865.613281,2,90.659222,57,3,1,1,3,3,1
1121,3e-06,180,333333.3215,239999984.0,0,0.003,90,4,2,3,3,3,1
1122,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1123,3e-06,180,333333.3215,239999984.0,0,0.003,90,4,2,3,3,3,1
1124,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1125,0.9324129999999999,622,16.087292,4804.737793,2,102.0665,62,3,1,1,3,3,1
1126,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1127,3e-06,180,333333.3215,239999984.0,0,0.003,90,4,2,3,3,3,1
1128,0.885862,1780,19.190348,14467.26465,2,98.335444,178,3,1,1,2,2,1
1129,0.48975799999999997,1040,38.794669,16138.582030000001,0,25.776736,52,1,2,1,1,1,1
1130,1.008238,77099,102.158423,603706.6875,35,13.443173000000002,1014,2,1,1,1,1,1
1131,0.6615270000000001,1908,22.674812,20776.17383,2,68.628556,191,6,1,1,7,6,1
1132,0.184412,1986,81.339608,77565.45313,2,19.074,199,1,1,1,1,1,1
1133,0.750209,2228,22.660353,21391.37305,2,77.027778,223,6,1,1,5,5,1
1134,1.16365,82016,90.233315,556627.8125,36,15.112338000000001,1051,1,1,1,1,1,1
1135,1.0076530000000001,360,2.977215,2143.594971,0,335.884344,90,1,2,1,1,1,1
1136,1.0558100000000001,132944,143.01816000000002,998800.9375,56,9.024017,1127,1,1,1,1,1,1
1137,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,6,2,1,1,1,1
1138,1.0076530000000001,360,2.977215,2143.594971,0,335.884344,90,1,2,1,1,1,1
1139,0.159646,728,93.957879,32872.73047,2,17.494444,73,1,1,1,1,1,1
1140,1.0076530000000001,360,2.977215,2143.594971,0,335.884344,90,1,2,1,1,1,1
1141,1.169812,1194,36.758044,7796.124512,7,55.705332999999996,54,1,1,2,3,1,1
1142,0.47213,910,31.770910999999998,13877.53418,2,52.458889,91,4,1,1,4,4,1
1143,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
1144,0.9936870000000001,1222,97.616254,9459.719727,7,39.747479,47,1,1,1,1,1,1
1145,0.733962,818,28.611836,8033.113281,2,81.449667,82,1,1,1,1,1,1
1146,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
1147,1.171427,360,2.560979,1843.904907,0,390.475656,90,10,2,10,10,10,1
1148,0.970103,1746,25.770459,13375.89844,4,74.623305,125,1,1,2,1,1,1
1149,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
1150,1.171427,360,2.560979,1843.904907,0,390.475656,90,10,2,10,10,10,1
1151,1.001789,798,22.958927,5917.414062,4,74.73215400000001,57,1,1,1,1,1,1
1152,0.43265600000000004,510,39.292187,8487.112305,2,46.388000000000005,51,12,1,4,12,12,1
1153,1.171427,360,2.560979,1843.904907,0,390.475656,90,10,2,10,10,10,1
1154,0.683174,896,21.956339,9450.007812,2,69.620333,90,1,1,1,1,1,1
1155,0.204349,17286,132.126903,642900.125,7,9.968105,864,10,1,3,10,9,1
1156,1.171427,360,2.560979,1843.904907,0,390.475656,90,10,2,10,10,10,1
1157,0.824066,1112,23.056406,9902.120117,3,69.213091,93,5,1,1,5,5,1
1158,0.375281,17286,71.946087,350073.6875,7,18.800735999999997,864,10,1,2,10,9,1
1159,0.763231,1128,22.273729,10649.46289,2,79.38833299999999,113,2,1,1,1,1,1
1160,8e-06,180,125000.0003,90000000.0,0,0.008,90,10,2,10,10,10,1
1161,0.24987199999999998,610,60.030736,17577.0,2,26.643,61,4,1,2,3,3,1
1162,1.282517,818,17.933486,4597.209961,2,142.50188899999998,82,1,1,1,1,1,1
1163,0.475992,1506,31.513135,22790.29883,2,46.417,151,7,1,1,6,6,1
1164,8e-06,180,125000.0003,90000000.0,0,0.008,90,10,2,10,10,10,1
1165,0.468242,836,32.034718,12865.14258,2,51.916333,84,1,1,1,1,2,1
1166,1.252438,364,11.976641,2037.625854,1,178.919719,46,1,1,2,2,1,1
1167,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1168,1.248326,1468,28.037549,8741.306641,3,96.025075,105,1,1,2,1,5,1
1169,59.993382,4975848,71.957938,663339.5625,1841,16.338051999999998,1351,1,3,1,1,1,1
1170,3e-06,200,333333.3215,266666656.0,0,0.003,100,10,2,10,10,10,1
1171,1.393967,1164,15.064919,6123.530761999999,3,123.16936899999999,97,3,1,2,3,3,1
1172,0.851325,1024,22.318151999999998,8823.892578,3,73.52472399999999,85,2,1,1,2,2,1
1173,6e-06,180,166666.6608,119999992.0,0,0.006,90,10,2,10,10,10,1
1174,0.8763120000000001,3678,19.399483,30783.55664,3,79.58154499999999,307,3,1,1,2,2,1
1175,6e-06,180,166666.6608,119999992.0,0,0.006,90,10,2,10,10,10,1
1176,0.845951,890,22.459929000000002,7574.906738,2,93.994556,89,1,1,1,2,1,1
1177,2e-06,180,500000.0013,360000000.0,0,0.002,90,10,2,10,10,10,1
1178,1.3885459999999998,6830,15.123733999999999,36544.70313,6,4378.860788,488,2,1,3,2,2,1
1179,2e-06,180,500000.0013,360000000.0,0,0.002,90,10,2,10,10,10,1
1180,10.045117999999999,4844,63.612989,3820.3630369999996,2,99.456618,47,1,1,1,1,1,1
1181,1.323755,17954,20.396523000000002,103082.5156,7,68.705053,898,1,1,1,1,1,1
1182,1.750318,718,9.712521,2957.1767579999996,2,187.967333,72,2,1,1,2,2,1
1183,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1184,0.966825,506,17.583327,3773.1750490000004,2,107.425,51,4,1,1,3,3,1
1185,2.112844,1076,9.939210000000001,3737.142822,3,189.133185,90,2,1,2,3,3,1
1186,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1187,2.640759,1050,22.342062,3038.520264,7,125.750429,48,1,1,1,1,1,1
1188,1.3081909999999999,2062,12.995045,11350.02539,2,145.289,206,5,1,1,3,3,1
1189,2.640759,1050,22.342062,3038.520264,7,125.750429,48,1,1,1,1,1,1
1190,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1191,0.354678,2588,42.291881,52554.71094,2,34.239111,259,9,1,1,1,2,1
1192,1.230811,3032,17.061920999999998,18069.38672,3,101.58227,253,4,1,1,1,1,1
1193,6e-06,180,166666.6608,119999992.0,0,0.006,90,10,2,10,10,10,1
1194,0.7445609999999999,564,22.832245999999998,5458.25,2,82.729,56,9,1,1,2,1,1
1195,1.255112,17762,26.292472999999998,108070.0313,7,2815.1145460000002,807,3,1,2,2,2,1
1196,2.236555,1824,83.61072800000001,6363.357422,7,57.347565,46,1,1,1,1,1,1
1197,6e-06,180,166666.6608,119999992.0,0,0.006,90,10,2,10,10,10,1
1198,1.664636,1362,11.413907,6002.513184,3,151.249636,114,3,1,1,1,1,1
1199,0.208092,2062,72.0835,71353.05469,2,21.165556,206,1,1,1,1,1,1
1200,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1201,1.295895,998,16.205017,5648.605957,3,117.80863899999999,83,1,1,1,1,1,1
1202,4e-06,168,250000.0006,168000000.0,0,0.004,84,3,2,1,1,1,1
1203,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1204,0.8445959999999999,1014,22.495962,8808.945312,2,6100.475164,85,5,1,1,2,2,1
1205,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1206,0.265586,884,56.478882999999996,23977.16797,2,29.509556,88,1,1,1,1,1,1
1207,0.8458549999999999,1118,20.098007,9524.09082,2,90.66833299999999,112,1,1,1,1,1,1
1208,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1209,1.6186459999999998,910,10.502605,4047.827637,2,176.890556,91,3,1,1,3,5,1
1210,0.663403,754,22.610692,8188.084961,2,66.039556,75,1,1,1,1,1,1
1211,3e-06,180,333333.3215,239999984.0,0,0.003,90,10,2,10,10,10,1
1212,2.662302,1170,25.166191,3356.493652,6,126.776283,53,2,1,2,2,5,1
1213,2.4079200000000003,664,8.721219999999999,2023.32312,3,218.82545499999998,55,1,1,1,1,1,1
1214,0.6492479999999999,526,23.103652,5840.603027,2,72.138667,53,5,1,1,5,5,1
1215,0.976282,1294,15.364413,9546.421875,2,108.46700000000001,129,3,1,2,3,5,1
1216,1.444252,3030,14.540398999999999,15387.896480000001,3,126.723724,253,3,1,2,3,3,1
1217,1.246909,400,2.405949,1924.7595210000002,0,415.636344,100,3,2,2,3,3,1
1218,2.075628,7545,22.643749,27962.621089999997,10,83.02004000000001,290,1,1,1,1,1,1
1219,1.444252,3030,14.540398999999999,15387.896480000001,3,126.723724,253,3,1,2,3,3,1
1220,1.246909,400,2.405949,1924.7595210000002,0,415.636344,100,3,2,2,3,3,1
1221,2.019947,938,9.406187,3346.622314,2,224.42277799999997,94,1,1,2,3,1,1
1222,1.401745,1138,14.981326999999999,5958.288086,3,123.168361,95,2,1,1,1,1,1
1223,0.753073,952,19.918388,9104.03125,2,80.869889,95,1,1,1,2,1,1
1224,9e-06,200,111111.1072,88888888.0,0,0.009000000000000001,100,3,2,2,3,3,1
1225,3.016394,34706,16.244563,89489.64063,15,84.577659,964,2,1,1,2,2,1
1226,0.680299,6830,27.928896999999996,74590.73438,4,50.675999,488,3,1,1,3,3,1
1227,1.623094,1082,12.938253,4889.427246,4,9728.873167,90,3,1,2,2,3,1
1228,9e-06,200,111111.1072,88888888.0,0,0.009000000000000001,100,3,2,2,3,3,1
1229,1.0420989999999999,1290,20.151636,9081.670898,3,94.736273,108,2,1,1,1,1,1
1230,1.405999,1494,14.936,7795.169434,3,122.810543,125,3,1,1,3,3,1
1231,5e-06,200,200000.0051,160000000.0,0,0.005,100,3,2,1,3,3,1
1232,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,3,2,1,1,1,1
1233,2.410807,1074,8.710776,3268.615234,3,213.78736899999998,90,3,1,3,1,3,1
1234,5e-06,200,200000.0051,160000000.0,0,0.005,100,3,2,1,3,3,1
1235,5e-06,200,200000.0051,160000000.0,0,0.005,100,3,2,1,3,3,1
1236,1.219916,1186,20.493215,7134.91748,3,110.90145700000001,99,1,1,1,1,1,1
1237,1.218422,3030,17.235407000000002,18239.98438,3,105.689729,253,3,1,2,3,3,1
1238,5e-06,200,200000.0051,160000000.0,0,0.005,100,3,2,1,3,3,1
1239,0.5394979999999999,1294,27.803626,17275.32031,2,54.674222,129,6,1,1,6,7,1
1240,1.7206380000000001,34710,28.477808000000003,156899.9375,15,48.303886,964,3,1,1,2,2,1
1241,8e-06,200,125000.0003,100000000.0,0,0.008,100,6,2,1,6,6,1
1242,0.7483989999999999,2062,20.042784,19839.68359,2,79.012333,206,5,1,1,5,5,1
1243,1.730964,1494,12.131967999999999,6331.731934,3,157.360361,125,3,1,2,3,3,1
1244,8.975741000000001,4496,74.31141,3968.0288090000004,7,88.855086,44,1,1,1,1,1,1
1245,0.806499,1270,23.558616,11556.12109,3,65.503273,106,5,1,2,5,5,1
1246,2.4777430000000003,5158,9.282642,15465.68848,4,190.59562,368,2,1,1,1,1,1
1247,5e-06,200,200000.0051,160000000.0,0,0.005,100,6,2,3,6,6,1
1248,0.942261,1010,20.164265,7861.940918000001,3,80.086362,84,5,1,1,5,5,1
1249,4.373587000000001,1674,33.153564,2972.388428,6,132.52621200000002,49,5,1,1,1,1,1
1250,0.623134,564,27.281451,6521.871582,2,68.813778,56,1,1,1,1,1,1
1251,1.252951,1262,16.760432,7387.359863,3,103.975636,105,3,1,1,3,3,1
1252,5.458118,15469,9.710307,21965.08008,12,176.035449,483,1,1,1,1,1,1
1253,0.182042,1128,82.398566,44649.03516,2,18.606556,113,1,1,1,1,1,1
1254,0.980326,3064,19.381307999999997,22922.98633,3,85.735457,255,3,1,1,3,3,1
1255,1.656119,564,10.264963,2453.929932,2,183.911333,56,2,1,1,1,1,1
1256,40.328518,3270,1.066243,621.694031,7,1752.2171739999999,136,5,1,2,2,2,1
1257,2.089474,994,10.050376,3491.787842,3,189.952179,83,2,1,1,2,2,1
1258,4.413976,1284,10.19489,2231.094971,7,191.911996,54,1,1,2,2,1,1
1259,0.623141,28292,94.68162199999999,353666.3438,16,16.841649,745,2,1,1,1,1,1
1260,4.0081690000000005,792,4.241338,1423.0936279999999,2,445.35211100000004,79,2,1,1,2,2,1
1261,1.263496,2030,16.620551000000003,11783.17871,3,111.708638,169,3,1,1,3,3,1
1262,1.360272,1210,31.611324,6792.758789,7,64.774856,55,1,1,2,2,1,1
1263,1.252438,364,11.976641,2037.625854,1,178.919719,46,1,1,2,2,1,1
1264,7.717544999999999,3235,6.867469,3242.481934,8,266.083242,108,1,1,1,1,1,1
1265,2.979113,970,13.762485,2475.904541,7,156.795421,49,1,1,1,2,1,1
1266,1.360272,1210,31.611324,6792.758789,7,64.774856,55,1,1,2,2,1,1
1267,3.257055,6027,13.816162,14187.048830000002,9,141.568783,251,1,1,1,1,1,1
1268,0.22532800000000003,754,75.445573,24107.08008,2,25.036444,75,1,1,1,1,1,1
1269,3.9257440000000003,1022,15.538456,1988.922363,7,183.79800600000002,46,1,1,3,1,1,1
1270,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,3,2,1,3,3,1
1271,0.7375079999999999,1040,71.86362700000001,10771.4082,7,35.11943,47,1,1,1,1,1,1
1272,1.3877950000000001,1110,15.131917999999999,5868.301758,3,126.113821,93,1,1,1,1,1,1
1273,1.7581209999999998,1078,11.94457,4500.259277,3,152.601727,90,6,1,1,2,2,1
1274,0.057380999999999995,118,52.282114,8225.719727,0,0.004,59,2,0,2,3,2,1
1275,28.213134999999998,1280,0.673445,344.803925,0,1484.90175,64,1,2,1,1,1,1
1276,1.198481,1112,17.522181,6808.618651999999,3,108.95281999999999,93,3,1,2,3,3,1
1277,0.180586,1794,83.06291999999999,71544.85938,2,18.61,179,1,1,1,1,2,1
1278,28.213134999999998,1280,0.673445,344.803925,0,1484.90175,64,1,2,1,1,1,1
1279,0.661048,564,25.716741,6147.813965,2,73.44977800000001,56,1,1,1,1,1,1
1280,5e-06,168,200000.0051,134400000.0,0,0.005,84,1,2,2,2,1,1
1281,28.213134999999998,1280,0.673445,344.803925,0,1484.90175,64,1,2,1,1,1,1
1282,5e-06,1064,200000.0051,851200000.0,0,0.005,532,28,2,14,28,28,1
1283,1.284015,1080,16.354948,6168.151855,3,112.74217900000001,90,3,1,1,2,3,1
1284,28.213134999999998,1280,0.673445,344.803925,0,1484.90175,64,1,2,1,1,1,1
1285,1.1e-05,1064,90909.0902,386909088.0,0,0.011000000000000001,532,28,2,14,28,28,1
1286,0.773368,842,21.981773,7841.027831999999,2,85.838111,84,1,1,1,1,1,1
1287,4.181346,958,9.32714,1742.9794920000002,7,220.04189300000002,48,1,1,1,2,1,1
1288,28.213134999999998,1280,0.673445,344.803925,0,1484.90175,64,1,2,1,1,1,1
1289,0.279472,802,60.828993000000004,20667.54492,2,31.052444,80,1,1,1,1,2,1
1290,2.817478,227789,75.599527,643196.5,87,15.605932999999999,1265,2,1,1,1,1,1
1291,28.213134999999998,1280,0.673445,344.803925,0,1484.90175,64,1,2,1,1,1,1
1292,0.316627,902,116.85674499999999,20895.25,2,28.784273,75,1,1,1,1,2,1
1293,2.445761,532,6.950802,1566.79248,2,256.939,53,1,1,1,1,1,1
1294,0.789636,3034,49.389844000000004,29208.39453,7,41.55979,152,1,1,1,1,1,1
1295,0.185184,744,81.000518,28944.18555,2,19.607556,74,1,1,1,1,1,1
1296,1.3371309999999998,1072,15.705267000000001,5881.248535,3,118.73818200000001,89,1,1,1,1,1,1
1297,1.7e-05,168,58823.528379999996,39529412.0,0,0.017,84,1,2,1,1,2,1
1298,0.912117,1068,20.830661,8586.618164,3,75.765455,89,2,1,1,2,2,1
1299,4.200221,994,4.047406,1704.672241,2,466.691222,99,1,1,1,1,1,1
1300,0.18341500000000002,794,103.590221,31186.10938,2,20.379444,79,1,1,1,1,1,1
1301,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,2,2,1,1,2,1
1302,4e-06,168,250000.0006,168000000.0,0,0.004,84,1,2,1,1,2,1
1303,0.170019,804,99.988824,34678.47656,3,15.456273000000001,67,2,1,1,1,2,1
1304,1.118793,972,15.194947,6256.742676,2,115.45455600000001,97,2,1,1,1,1,1
1305,0.27100599999999997,1688,55.34933,44869.85547,2,27.386889,169,1,1,1,1,1,1
1306,0.8528690000000001,1144,87.938479,10289.97461,7,37.08126,48,1,1,1,1,1,1
1307,2.267489,1208,7.49728,3838.607422,2,251.94322200000002,121,2,1,1,1,1,1
1308,2.486436,814,6.837096000000001,2358.395752,2,276.270667,81,1,1,1,1,1,1
1309,3e-06,776,333333.3215,1034666624.0,0,0.003,388,1,2,1,1,1,1
1310,2.486436,814,6.837096000000001,2358.395752,2,276.270667,81,2,1,1,1,1,1
1311,0.439108,792,38.714847999999996,12989.969729999999,2,48.789778000000005,79,1,1,1,1,1,1
1312,1.838596,1072,11.421759,4277.176758,3,167.145097,89,2,1,1,1,1,1
1313,0.645896,564,26.320026000000002,6292.034668,2,71.01866700000001,56,1,1,1,1,2,1
1314,7.000000000000001e-06,168,142857.1409,96000000.0,0,0.006999999999999999,84,2,2,1,1,1,1
1315,2.439392,564,6.968949,1665.988892,2,292.159375,56,3,1,1,1,1,1
1316,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,1,2,1,1,1,1
1317,4e-06,168,250000.0006,168000000.0,0,0.004,84,2,2,1,2,1,1
1318,2.084823,912,8.15417,3150.387451,2,225.53611099999998,91,3,1,1,1,3,1
1319,1.635059,1234,12.843573,5538.638184,3,163.492894,103,2,1,1,1,1,1
1320,0.191698,938,78.248078,35263.80078,2,19.574333,94,2,1,1,1,1,1
1321,0.624935,564,27.20283,6503.07666,2,69.43722199999999,56,1,1,2,2,2,1
1322,0.905566,748,16.564227,5954.287109000001,2,113.19575,75,1,1,2,1,2,1
1323,0.5012909999999999,1090,117.696114,16309.888669999998,2,33.419399,68,1,1,1,1,1,1
1324,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1325,1.621626,994,12.949964999999999,4499.187988000001,3,143.885188,83,2,1,1,2,1,1
1326,0.77353,968,53.003762,9514.821289,7,40.712106,48,1,1,1,1,1,1
1327,1.661011,1362,11.438817,6015.613281,3,150.974185,114,5,1,1,2,2,1
1328,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1329,1.122408,4110,47.219904,28253.539060000003,11,41.570665999999996,147,1,1,1,1,1,1
1330,1.170284,1046,16.235375,6555.67334,3,106.38945600000001,87,4,1,1,2,2,1
1331,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1332,6e-06,168,166666.6608,112000000.0,0,0.006,84,1,2,1,1,1,1
1333,1.4999999999999999e-05,168,66666.66835,44800000.0,0,0.015,84,2,2,1,1,1,1
1334,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1335,4e-06,168,250000.0006,168000000.0,0,0.004,84,1,2,1,1,1,1
1336,1.182288,994,14.378898999999999,6056.053711,2,127.688667,99,4,1,1,3,3,1
1337,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1338,1.2620790000000002,1170,15.054525,6801.476073999999,3,112.15445700000001,98,5,1,2,3,4,1
1339,0.430266,364,39.510443,5931.214844,1,61.319570999999996,46,1,1,2,2,1,1
1340,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1341,0.196218,694,86.63833100000001,25481.86133,2,21.802,69,1,1,1,1,2,1
1342,0.7818229999999999,1106,24.302176,10375.75,3,65.93627,92,5,1,1,3,4,1
1343,0.466699,2858,36.426047,46282.50781,0,27.452883,159,1,2,1,1,1,1
1344,1.2117149999999999,3030,17.330807999999998,18340.94727,3,106.25190900000001,253,3,1,1,2,2,1
1345,0.895202,1166,48.033853,9946.358398,7,42.628665000000005,53,1,1,4,2,1,1
1346,1.123408,1182,38.276389,8039.821776999999,7,53.495619,54,1,1,2,2,1,1
1347,1.00022,1038,18.995822,7614.325195,3,90.815003,87,5,1,1,2,2,1
1348,0.49381400000000003,912,54.676458,13851.36914,5,32.4144,57,8,1,4,7,7,1
1349,1e-06,168,1000000.003,672000000.0,0,0.001,84,5,2,1,1,1,1
