,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
4033,22,9,310,3222,1,0.0,1.0,0.0,41,0.77,0.06,0.0,4
4034,51,9,727,340,1,0.0,1.0,0.0,193,0.7,0.06,0.01,4
4035,22,5,0,0,227,1.0,0.04,0.07,10,0.04,0.09,1.0,0
4036,22,9,222,1651,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4037,57,9,745,22757,1,0.0,1.0,0.0,27,0.11,0.06,0.73,4
4038,22,9,304,420,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4039,51,9,1296,325,1,0.0,1.0,0.0,1,1.0,0.0,0.0,4
4040,22,9,238,35052,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4041,23,5,0,0,149,1.0,0.11,0.05,16,0.06,0.06,1.0,0
4042,22,9,374,471,18,0.0,1.0,0.0,231,1.0,0.0,0.0,4
4043,26,1,0,0,231,0.0,0.02,0.07,4,0.02,0.07,0.0,0
4044,11,9,44,81,109,0.0,0.99,0.02,240,0.94,0.01,0.0,4
4045,13,9,8,0,1,0.0,1.0,0.0,249,1.0,0.0,0.0,1
4046,11,9,44,73,218,0.0,1.0,0.0,250,0.98,0.01,0.0,4
4047,22,9,239,3222,2,0.5,1.0,0.0,11,1.0,0.0,0.09,4
4048,27,5,0,0,11,1.0,0.55,0.18,11,0.04,0.07,1.0,0
4049,22,5,0,0,237,1.0,0.02,0.06,5,0.02,0.05,1.0,0
4050,46,5,0,0,26,1.0,0.31,0.19,10,0.04,0.09,1.0,0
4051,22,9,212,2120,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4052,22,9,222,1537,21,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4053,13,9,8,0,1,0.0,1.0,0.0,23,1.0,0.0,0.0,1
4054,22,9,288,1745,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4055,46,5,0,0,241,1.0,0.02,0.06,5,0.02,0.09,1.0,0
4056,22,9,150,23476,2,0.0,1.0,0.0,250,1.0,0.0,0.0,4
4057,41,1,0,0,510,0.14,0.0,1.0,1,0.0,1.0,0.14,1
4058,22,9,277,841,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4059,22,9,304,1172,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4060,57,5,0,0,258,1.0,0.06,0.07,15,0.06,0.07,1.0,0
4061,57,9,127,18127,2,0.0,0.5,1.0,1,0.01,0.03,0.0,4
4062,41,9,1,0,100,0.0,0.04,0.06,4,0.02,0.06,0.0,1
4063,64,5,0,0,101,1.0,0.01,0.07,1,0.0,0.07,1.0,0
4064,23,5,0,0,101,0.99,0.07,0.08,7,0.03,0.06,1.0,0
4065,6,5,0,0,211,1.0,0.0,0.07,1,0.0,0.08,1.0,0
4066,30,5,0,0,277,1.0,0.06,0.05,3,0.01,0.08,1.0,0
4067,46,5,0,0,131,1.0,0.08,0.06,11,0.06,0.06,1.0,0
4068,46,5,0,0,129,1.0,0.14,0.05,18,0.09,0.09,1.0,0
4069,11,9,43,76,4,0.0,1.0,0.0,251,0.98,0.01,0.0,4
4070,22,9,285,9091,1,0.0,1.0,0.0,100,1.0,0.0,0.0,4
4071,22,9,285,6356,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4072,46,1,0,0,19,0.0,0.05,1.0,1,0.01,0.24,0.0,1
4073,19,5,0,0,280,1.0,0.09,0.05,24,0.09,0.05,1.0,0
4074,22,9,330,2566,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4075,11,9,45,74,141,0.0,1.0,0.0,166,0.65,0.01,0.0,4
4076,41,9,40,444,6,0.0,0.17,1.0,1,0.01,0.1,0.01,1
4077,22,9,224,1808,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4078,22,9,323,598,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4079,22,9,309,1942,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4080,16,5,0,0,143,1.0,0.09,0.06,5,0.02,0.09,1.0,0
4081,5,5,0,0,150,1.0,0.13,0.06,13,0.05,0.07,1.0,0
4082,46,1,0,0,187,0.0,0.09,0.06,17,0.07,0.06,0.0,0
4083,19,9,12,0,1,0.0,1.0,0.0,93,0.39,0.05,0.0,4
4084,11,9,44,130,58,0.0,1.0,0.0,200,0.87,0.02,0.0,4
4085,22,9,287,870,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4086,46,9,1,0,11,0.0,1.0,0.0,11,0.14,0.06,0.0,1
4087,46,9,28,0,67,0.0,1.0,0.0,67,0.26,0.01,0.0,0
4088,0,4,92,1204,2,0.0,1.0,0.0,23,0.34,0.03,0.01,4
4089,22,9,307,1354,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4090,46,5,0,0,112,1.0,0.17,0.05,35,0.14,0.06,1.0,0
4091,46,5,0,0,287,1.0,0.01,0.05,3,0.01,0.05,1.0,0
4092,46,1,0,0,122,0.0,0.07,0.07,8,0.04,0.07,0.0,0
4093,51,9,3145,325,1,0.0,1.0,0.0,66,0.64,0.03,0.0,4
4094,22,9,257,289,20,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4095,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4096,11,9,46,46,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4097,34,5,0,0,252,1.0,0.1,0.05,24,0.09,0.05,1.0,0
4098,22,9,200,17733,32,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4099,11,9,44,77,121,0.0,1.0,0.0,227,0.89,0.01,0.0,4
4100,46,5,0,0,282,1.0,0.02,0.06,7,0.03,0.06,1.0,0
4101,22,9,312,3222,7,0.0,1.0,0.0,248,0.97,0.01,0.0,4
4102,46,1,0,0,141,0.0,0.09,0.06,4,0.02,0.07,0.0,0
4103,22,5,0,0,252,1.0,0.08,0.06,20,0.08,0.06,1.0,0
4104,22,9,235,22150,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4105,22,9,233,710,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4106,31,5,0,0,107,1.0,0.21,0.05,23,0.09,0.04,1.0,0
4107,22,9,210,245,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4108,62,5,0,0,16,1.0,0.12,0.12,2,0.01,0.07,1.0,0
4109,19,9,15377,0,23,0.0,1.0,0.0,127,0.51,0.02,0.0,4
4110,13,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
4111,22,9,320,962,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4112,19,9,26,0,2,0.0,1.0,0.0,55,0.77,0.05,0.0,4
4113,46,5,0,0,25,1.0,0.4,0.12,16,0.06,0.07,1.0,0
4114,8,5,0,0,281,1.0,0.09,0.05,25,0.1,0.05,1.0,0
4115,9,5,0,0,234,1.0,0.01,0.06,2,0.01,0.06,1.0,0
4116,22,9,230,414,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4117,22,9,374,2638,5,0.2,1.0,0.0,255,1.0,0.0,0.0,4
4118,9,2,0,0,269,0.0,0.06,0.06,17,0.07,0.06,0.0,0
4119,46,5,0,0,266,1.0,0.05,0.06,13,0.05,0.08,1.0,0
4120,22,9,205,1931,21,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4121,13,9,8,0,1,0.0,1.0,0.0,212,1.0,0.0,0.0,1
4122,22,9,246,12621,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4123,17,5,0,0,191,1.0,0.05,0.07,10,0.04,0.08,1.0,0
4124,22,9,247,2417,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4125,4,5,0,0,289,1.0,0.06,0.06,18,0.07,0.06,1.0,0
4126,36,5,0,0,255,1.0,0.1,0.05,25,0.1,0.05,1.0,0
4127,46,5,0,0,119,1.0,0.14,0.06,17,0.81,0.14,1.0,0
4128,46,1,0,0,269,0.0,0.06,0.05,15,0.06,0.06,0.0,0
4129,22,9,224,1493,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4130,41,9,146,105,1,0.0,1.0,0.0,2,0.01,0.58,0.0,4
4131,61,9,132,0,6,0.0,0.17,0.33,6,0.02,0.01,0.0,4
4132,14,9,520,0,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
4133,6,5,0,0,285,1.0,0.02,0.06,5,0.02,0.07,1.0,0
4134,46,5,0,0,177,1.0,0.09,0.07,16,0.06,0.09,1.0,0
4135,11,9,45,70,146,0.0,1.0,0.0,254,1.0,0.01,0.0,4
4136,22,9,244,1215,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4137,19,9,5891,0,17,0.0,1.0,0.0,57,0.5,0.05,0.0,4
4138,22,9,285,5790,20,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4139,41,9,16787,0,11,0.0,0.09,0.27,1,0.05,0.2,0.0,4
4140,22,9,203,56215,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4141,22,9,235,7522,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4142,11,9,45,125,75,0.0,0.97,0.04,239,0.94,0.01,0.0,4
4143,14,9,1032,0,511,0.0,1.0,0.0,128,0.5,0.05,0.0,0
4144,46,5,0,0,155,1.0,0.13,0.06,20,0.08,0.07,1.0,0
4145,46,5,0,0,30,1.0,0.43,0.1,13,0.05,0.07,1.0,0
4146,46,5,0,0,158,1.0,0.04,0.06,16,0.06,0.07,1.0,0
4147,13,9,8,0,1,0.0,1.0,0.0,62,1.0,0.0,0.0,1
4148,51,9,816,327,1,0.0,1.0,0.0,158,0.93,0.13,0.0,4
4149,22,9,165,14328,3,0.0,1.0,0.0,96,1.0,0.0,0.0,4
4150,11,9,46,76,139,0.0,1.0,0.0,228,0.89,0.01,0.0,4
4151,22,9,324,2165,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4152,57,2,0,0,259,0.0,0.02,0.07,6,0.02,0.07,0.0,0
4153,22,9,212,984,36,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4154,14,9,1032,0,511,0.0,1.0,0.0,243,0.95,0.01,0.0,0
4155,61,9,181,0,2,0.0,0.5,1.0,5,0.02,0.01,0.0,4
4156,14,9,1032,0,511,0.0,1.0,0.0,43,0.17,0.21,0.0,0
4157,30,5,0,0,198,1.0,0.04,0.06,7,0.03,0.06,1.0,0
4158,22,9,224,14593,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4159,22,9,223,6476,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4160,19,9,11,0,2,0.0,1.0,0.0,44,0.17,0.09,0.0,4
4161,16,2,0,0,120,0.0,0.05,0.06,6,0.02,0.07,0.0,0
4162,46,5,0,0,239,1.0,0.1,0.05,23,0.09,0.07,1.0,0
4163,19,9,2194619,0,2,0.0,1.0,0.0,41,0.18,0.06,0.0,4
4164,52,5,0,0,231,1.0,0.03,0.06,18,0.07,0.06,1.0,0
4165,11,9,36,52,3,0.0,1.0,0.0,236,0.93,0.01,0.0,4
4166,46,5,0,0,103,1.0,0.03,0.07,3,0.01,0.09,1.0,0
4167,19,5,0,0,7,1.0,1.0,0.0,55,0.22,0.02,1.0,0
4168,57,5,0,0,278,1.0,0.03,0.06,7,0.03,0.07,1.0,0
4169,51,9,1484,335,1,0.0,1.0,0.0,123,0.45,0.05,0.0,4
4170,3,5,0,0,273,1.0,0.07,0.04,18,0.07,0.05,1.0,0
4171,46,5,0,0,204,1.0,0.02,0.07,6,0.02,0.07,1.0,0
4172,20,5,0,0,212,1.0,0.03,0.08,6,0.02,0.08,1.0,0
4173,22,9,215,3814,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4174,22,9,278,8596,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4175,46,5,0,0,226,1.0,0.05,0.06,11,0.04,0.07,1.0,0
4176,57,9,103,2822,1,0.0,1.0,0.0,3,0.08,0.25,0.0,4
4177,41,9,59,0,21,0.05,0.05,0.38,1,0.02,0.19,0.02,4
4178,2,5,0,0,296,1.0,0.08,0.05,23,0.09,0.05,1.0,0
4179,46,5,0,0,245,1.0,0.04,0.05,10,0.04,0.06,1.0,0
4180,46,9,1,0,11,0.0,0.73,0.18,8,0.03,0.33,0.02,1
4181,10,1,0,0,256,0.0,0.07,0.05,18,0.07,0.07,0.0,0
4182,11,9,44,44,107,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4183,3,5,0,0,290,1.0,0.01,0.06,8,0.03,0.07,1.0,0
4184,6,5,0,0,145,1.0,0.14,0.04,21,0.08,0.05,1.0,0
4185,22,1,0,0,1,0.0,1.0,0.0,114,1.0,0.0,0.0,4
4186,22,1,0,0,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4187,46,5,0,0,273,1.0,0.07,0.04,20,0.08,0.05,1.0,0
4188,11,9,54,40,1,0.0,1.0,0.0,18,1.0,0.0,0.0,4
4189,4,5,0,0,297,1.0,0.08,0.05,24,0.09,0.05,1.0,0
4190,35,5,0,0,16,1.0,0.56,0.19,9,0.04,0.07,1.0,0
4191,46,5,0,0,107,1.0,0.04,0.07,4,0.5,0.38,1.0,0
4192,5,5,0,0,142,1.0,0.08,0.06,5,0.02,0.07,1.0,0
4193,22,9,215,1722,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4194,19,9,175337,0,1,0.0,1.0,0.0,110,0.47,0.04,0.0,4
4195,46,5,0,0,278,1.0,0.06,0.06,15,0.06,0.06,1.0,0
4196,30,1,0,0,244,0.0,0.04,0.07,9,0.04,0.07,0.0,0
4197,46,5,0,0,132,1.0,0.05,0.07,14,0.05,0.07,1.0,0
4198,13,9,8,0,1,0.0,1.0,0.0,61,1.0,0.0,0.0,1
4199,37,5,0,0,10,1.0,0.3,0.4,12,0.05,0.09,1.0,0
4200,11,9,44,135,72,0.0,0.97,0.04,237,0.93,0.01,0.0,4
4201,22,9,233,1749,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4202,46,9,1,0,12,0.0,0.83,0.25,10,0.04,0.33,0.0,1
4203,22,9,262,680,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4204,13,9,18,0,1,0.0,1.0,0.0,102,1.0,0.0,0.0,1
4205,53,9,0,15,1,0.0,1.0,0.0,1,0.33,1.0,0.0,1
4206,22,9,333,14206,1,0.0,1.0,0.0,255,1.0,0.0,0.03,4
4207,22,1,0,0,1,0.0,1.0,0.0,251,1.0,0.0,0.0,4
4208,35,1,0,0,167,0.0,0.05,0.07,8,0.03,0.07,0.0,0
4209,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4210,3,1,0,0,211,0.0,0.09,0.07,18,0.07,0.08,0.0,0
4211,22,9,316,3825,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4212,22,9,187,590,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4213,19,9,9178,0,8,0.0,1.0,0.0,96,0.38,0.02,0.0,4
4214,41,9,147,105,1,0.0,1.0,0.0,1,0.0,0.63,0.0,4
4215,65,5,0,0,100,1.0,0.02,0.07,2,0.01,0.06,1.0,0
4216,22,9,316,955,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4217,22,9,148,14506,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4218,22,9,304,1918,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4219,22,9,222,10707,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4220,46,1,0,0,1,0.0,1.0,0.0,2,0.02,1.0,0.0,1
4221,46,9,1,0,4,0.0,1.0,0.0,4,0.02,0.28,0.0,1
4222,50,5,0,0,115,1.0,0.17,0.05,20,0.08,0.07,1.0,0
4223,31,5,0,0,100,1.0,0.18,0.06,20,0.08,0.06,1.0,0
4224,46,5,0,0,110,1.0,0.06,0.07,7,0.03,0.06,1.0,0
4225,22,9,241,807,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4226,32,1,0,0,279,0.0,0.04,0.06,10,0.04,0.07,0.0,0
4227,22,9,250,2577,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4228,20,1,0,0,270,0.0,0.06,0.07,17,0.07,0.07,0.0,0
4229,46,4,1,0,2,0.0,1.0,0.0,2,0.01,0.48,0.0,1
4230,46,5,0,0,222,1.0,0.0,0.07,5,0.02,0.06,1.0,0
4231,2,5,0,0,190,0.99,0.01,0.07,1,0.0,0.07,1.0,0
4232,13,9,8,0,1,0.0,1.0,0.0,205,1.0,0.0,0.0,1
4233,57,5,0,0,42,1.0,0.21,0.1,23,0.09,0.06,1.0,0
4234,46,5,0,0,144,1.0,0.08,0.06,3,0.01,0.06,1.0,0
4235,23,5,0,0,120,1.0,0.03,0.07,3,0.01,0.07,1.0,0
4236,41,4,1,0,2,0.0,1.0,0.0,2,0.01,0.73,0.0,1
4237,22,1,0,0,1,0.0,1.0,0.0,7,1.0,0.0,0.0,4
4238,38,5,0,0,105,1.0,0.19,0.06,20,0.08,0.07,1.0,0
4239,46,9,28,0,83,0.01,0.99,0.02,82,0.32,0.01,0.0,0
4240,46,1,0,0,128,0.0,0.14,0.05,18,0.07,0.05,0.0,0
4241,19,9,8766,0,6,0.0,1.0,0.0,23,0.09,0.02,0.0,4
4242,22,9,301,3010,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4243,22,9,206,1496,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4244,18,9,1213,2449,1,0.0,1.0,0.0,132,0.52,0.02,0.0,2
4245,4,5,0,0,203,1.0,0.01,0.07,2,0.01,0.08,1.0,0
4246,22,9,347,1406,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4247,22,9,354,398,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4248,11,9,44,76,170,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4249,56,5,0,0,280,1.0,0.09,0.05,25,0.1,0.05,1.0,0
4250,22,9,217,537,19,0.0,1.0,0.0,255,1.0,0.0,0.02,4
4251,46,9,28,0,91,0.01,0.98,0.03,89,0.35,0.02,0.0,0
4252,46,5,0,0,217,1.0,0.07,0.06,19,0.07,0.05,1.0,0
4253,22,9,350,719,41,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4254,46,5,0,0,212,1.0,0.11,0.06,23,0.09,0.05,1.0,0
4255,19,9,334,0,2,0.0,1.0,0.0,50,1.0,0.0,0.0,2
4256,19,9,12286,0,4,0.0,1.0,0.0,54,0.24,0.04,0.0,4
4257,63,5,0,0,273,1.0,0.05,0.06,15,0.06,0.07,1.0,0
4258,11,9,44,44,114,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4259,46,9,1,0,28,0.0,0.43,0.11,12,0.05,0.62,0.05,1
4260,11,9,44,75,196,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4261,38,5,0,0,143,1.0,0.1,0.06,14,0.05,0.07,1.0,0
4262,19,9,334,0,2,0.0,1.0,0.0,22,1.0,0.0,0.0,2
4263,18,9,1276,2451,1,0.0,1.0,0.0,132,0.52,0.02,0.0,2
4264,22,9,208,2181,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4265,65,5,0,0,262,1.0,0.08,0.05,21,0.08,0.05,1.0,0
4266,51,9,729,379,2,0.0,1.0,0.0,231,0.9,0.1,0.0,4
4267,22,9,227,3971,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4268,22,9,235,1075,7,0.0,1.0,0.0,249,0.98,0.01,0.0,4
4269,35,5,0,0,132,1.0,0.13,0.06,17,0.07,0.09,1.0,0
4270,64,5,0,0,269,1.0,0.03,0.07,9,0.04,0.08,1.0,0
4271,46,9,28,0,52,0.0,0.98,0.04,51,0.2,0.02,0.0,0
4272,22,9,322,642,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4273,11,9,43,127,70,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4274,41,9,145,105,2,0.0,1.0,0.0,4,0.02,0.46,0.0,4
4275,30,4,0,0,1,0.0,1.0,0.0,1,0.01,0.64,0.04,1
4276,51,9,852,439,1,0.0,1.0,0.0,81,0.29,0.02,0.0,4
4277,46,5,0,0,260,1.0,0.06,0.06,1,0.0,0.1,1.0,0
4278,22,9,367,1699,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4279,46,5,0,0,133,1.0,0.14,0.06,38,0.15,0.07,1.0,0
4280,55,1,0,0,137,0.0,0.01,0.07,1,0.0,0.07,0.0,0
4281,46,5,0,0,76,1.0,0.32,0.07,24,0.09,0.05,1.0,0
4282,13,9,18,0,1,0.0,1.0,0.0,199,1.0,0.0,0.0,1
4283,46,5,0,0,210,1.0,0.04,0.07,8,0.03,0.08,1.0,0
4284,22,9,230,2316,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4285,22,9,233,6634,4,0.0,1.0,0.0,193,1.0,0.0,0.0,4
4286,46,5,0,0,209,1.0,0.02,0.05,4,0.02,0.07,0.99,0
4287,57,5,0,0,39,0.97,0.46,0.08,11,0.04,0.06,1.0,0
4288,43,5,0,0,249,1.0,0.04,0.07,9,0.04,0.08,1.0,0
4289,46,5,0,0,135,1.0,0.01,0.06,10,0.04,0.07,1.0,0
4290,22,9,296,1789,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4291,46,5,0,0,106,1.0,0.11,0.07,2,0.5,0.75,1.0,0
4292,22,9,54540,8314,5,0.2,1.0,0.0,255,1.0,0.0,0.0,0
4293,51,9,1123,339,1,0.0,1.0,0.0,146,0.57,0.04,0.0,4
4294,51,9,1095,371,1,0.0,1.0,0.0,166,0.7,0.03,0.0,4
4295,22,9,54540,8314,1,0.0,1.0,0.0,169,1.0,0.0,0.0,0
4296,7,5,0,0,126,1.0,0.16,0.06,18,0.07,0.06,1.0,0
4297,10,5,0,0,268,1.0,0.04,0.06,5,0.02,0.08,1.0,0
4298,19,9,14189,0,3,0.0,1.0,0.0,19,0.38,0.12,0.0,4
4299,64,5,0,0,200,1.0,0.01,0.07,3,0.01,0.08,1.0,0
4300,19,9,9178,0,10,0.0,1.0,0.0,84,0.35,0.04,0.0,4
4301,22,9,251,1978,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4302,19,9,245,0,1,0.0,1.0,0.0,93,0.24,0.05,0.0,4
4303,22,9,205,1494,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4304,11,9,43,109,2,0.0,0.5,1.0,226,0.47,0.16,0.0,4
4305,22,6,196,36500,1,1.0,1.0,0.0,228,1.0,0.0,0.01,4
4306,3,9,10,37,2,0.0,0.5,1.0,12,1.0,0.0,0.0,4
4307,11,9,43,109,73,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4308,37,5,0,0,289,1.0,0.07,0.06,20,0.08,0.07,1.0,0
4309,22,1,0,0,1,0.0,1.0,0.0,195,1.0,0.0,0.0,4
4310,22,5,0,0,2,0.5,1.0,0.0,255,1.0,0.0,0.0,4
4311,22,1,0,0,1,0.0,1.0,0.0,253,1.0,0.0,0.0,4
4312,22,9,306,2507,6,0.17,1.0,0.0,236,0.93,0.02,0.01,4
4313,46,1,0,0,146,0.0,0.11,0.06,6,0.02,0.07,0.0,0
4314,22,9,312,2607,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4315,41,1,0,0,509,0.16,0.0,1.0,1,0.0,1.0,0.05,1
4316,59,5,0,0,270,1.0,0.01,0.05,3,0.01,0.05,1.0,0
4317,15,5,0,0,140,1.0,0.01,0.06,3,0.01,0.06,1.0,0
4318,46,5,0,0,193,1.0,0.05,0.06,9,0.04,0.06,1.0,0
4319,9,5,0,0,245,1.0,0.01,0.06,3,0.01,0.06,1.0,0
4320,46,5,0,0,78,1.0,0.01,0.08,15,0.06,0.07,1.0,0
4321,41,1,0,0,424,0.06,0.0,1.0,1,0.0,1.0,0.08,1
4322,19,9,19,0,1,0.0,1.0,0.0,65,0.58,0.21,0.0,4
4323,22,9,320,1092,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4324,12,5,0,0,240,1.0,0.02,0.06,5,0.02,0.07,1.0,0
4325,22,9,174,5916,1,0.0,1.0,0.0,255,1.0,0.0,0.01,4
4326,22,9,214,663,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4327,22,9,369,6193,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4328,4,5,0,0,203,1.0,0.04,0.07,20,0.08,0.08,1.0,0
4329,22,9,293,1040,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4330,22,9,323,1509,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4331,18,9,234,769,1,0.0,1.0,0.0,29,0.11,0.02,0.0,4
4332,52,1,0,0,110,0.0,0.07,0.06,7,0.03,0.07,0.0,0
4333,41,9,145,105,1,0.0,1.0,0.0,1,0.0,0.63,0.0,4
4334,46,1,0,0,263,0.0,0.03,0.07,9,0.04,0.09,0.0,0
4335,22,9,197,1410,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4336,22,9,321,313,35,0.0,1.0,0.0,253,1.0,0.0,0.0,4
4337,57,9,188,38126,1,0.0,1.0,0.0,1,0.01,0.03,0.0,4
4338,46,5,0,0,98,1.0,0.05,0.06,5,0.02,0.07,1.0,0
4339,46,1,0,0,112,0.0,0.06,0.08,7,0.03,0.09,0.0,0
4340,46,1,0,0,1,0.0,1.0,0.0,1,0.0,0.54,0.04,1
4341,22,9,228,990,32,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4342,46,1,0,0,49,0.0,0.39,0.1,19,0.07,0.06,0.0,0
4343,22,9,264,8786,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4344,22,9,220,1205,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4345,46,3,0,0,130,0.73,0.02,0.36,3,0.01,0.18,0.37,1
4346,22,9,223,1816,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4347,51,9,1203,333,1,0.0,1.0,0.0,167,0.56,0.03,0.0,4
4348,22,9,204,2674,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4349,11,9,44,86,115,0.0,0.99,0.02,241,0.95,0.01,0.0,4
4350,22,9,279,761,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4351,46,5,0,0,131,1.0,0.15,0.06,34,0.13,0.07,1.0,0
4352,46,9,1,0,1,0.0,1.0,0.0,1,0.0,1.0,0.22,1
4353,19,9,554,0,1,0.0,1.0,0.0,118,0.67,0.67,0.0,4
4354,40,9,48,48,1,0.0,1.0,0.0,6,0.02,0.01,0.0,4
4355,35,5,0,0,95,1.0,0.16,0.05,4,0.02,0.07,1.0,0
4356,46,5,0,0,125,1.0,0.06,0.05,8,0.03,0.06,1.0,0
4357,51,9,2078,332,1,0.0,1.0,0.0,169,0.78,0.07,0.0,4
4358,22,9,289,183,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
4359,46,5,0,0,128,1.0,0.15,0.06,18,0.07,0.07,1.0,0
4360,32,5,0,0,267,1.0,0.09,0.05,24,0.09,0.05,1.0,0
4361,21,5,0,0,214,1.0,0.06,0.06,3,0.01,0.07,1.0,0
4362,46,5,0,0,189,1.0,0.01,0.07,10,0.04,0.07,1.0,0
4363,19,9,5319,0,5,0.0,1.0,0.0,32,0.17,0.04,0.0,4
4364,3,5,0,0,236,1.0,0.03,0.07,6,0.02,0.07,1.0,0
4365,19,9,246,0,1,0.0,1.0,0.0,44,1.0,0.0,0.0,2
4366,25,1,0,0,277,0.0,0.04,0.06,10,0.04,0.08,0.0,0
4367,46,5,0,0,102,1.0,0.08,0.06,10,0.04,0.07,1.0,0
4368,22,1,0,0,1,0.0,1.0,0.0,56,1.0,0.0,0.0,4
