L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
59417,53,17,5,78,348,1,1,0,12,0
38504,80,6,7.178,840,12815,6,12,27,1679,1
31690,53,17,5,68,841,1,1,0,11,0
34300,80,6,7,458,2163,5,5,27,158,1
58082,80,6,7,474,2816,5,6,27,1404,1
57836,80,6,7,458,2163,5,5,27,210,1
34662,80,6,7,459,696,5,4,27,120,1
50521,9197,6,7,400,3770,5,7,27,16,0
34350,80,6,7,677,696,5,4,27,120,1
58006,80,6,7,458,2163,5,5,27,434,1
51732,9197,6,7,1064,30362,9,26,27,36,0
41476,80,6,7.178,872,12815,6,12,27,1617,1
35356,80,6,7.178,613,12815,6,12,27,3511,1
41674,80,6,7,655,12815,6,12,27,1407,1
50078,7678,6,7,387,1985,5,7,27,174,0
34284,80,6,7,458,2163,5,5,27,193,1
55917,53,17,5,130,146,2,2,0,28,1
58260,80,6,7,450,696,5,4,27,179,1
58680,80,6,7,497,696,5,4,27,138,1
2006,53,17,5,73,754,1,1,0,25,0
56620,80,6,7,458,2163,5,5,27,202,1
57532,80,6,7,458,2163,5,5,27,231,1
50619,53,17,5,136,168,2,2,0,2,1
57998,80,6,7,458,2163,5,5,27,279,1
58460,80,6,7,465,696,5,4,27,142,1
62674,3702,17,153,8864,0,8,0,0,919,0
58828,80,6,7,500,696,5,4,27,127,1
49798,80,6,7,534,2239,5,6,27,53,1
56964,80,6,7,507,696,5,4,27,112,1
57688,80,6,7,528,696,5,4,27,150,1
57808,80,6,7,459,696,5,4,27,149,1
34338,80,6,7,572,696,5,4,27,106,1
30780,53,17,5,69,1200,1,1,0,12,0
34424,80,6,7,458,2163,5,5,27,145,1
58582,53,17,5,58,232,1,1,0,0,0
35456,80,6,7.178,638,12815,6,12,27,1488,1
58766,80,6,7,458,2163,5,5,27,222,1
49204,80,6,7,581,3812,5,7,27,98,1
54858,53,17,5,129,800,1,1,0,23,0
62674,3702,17,153,8864,0,8,0,0,1100,0
34546,80,6,7,499,696,5,4,27,124,1
49424,1900,17,153.12,459,0,3,0,0,611,0
57876,80,6,7,458,2163,5,5,27,190,1
56504,52654,17,12,5564,0,16,0,0,5176,0
34836,80,6,7,458,2163,5,5,27,186,1
58696,80,6,7,525,696,5,4,27,114,1
49002,80,6,7,555,3812,6,7,27,65,1
36054,80,6,7,496,2471,5,6,27,2674,1
34860,80,6,7,458,2163,5,5,27,179,1
56646,80,6,7,483,696,5,4,27,160,1
36044,80,6,7.178,544,12815,6,12,27,1496,1
63248,53,17,5.126,59,87,1,1,0,102,0
47712,80,6,7,623,2239,5,6,27,5,1
46004,80,6,7,112,60,2,1,18,316,1
46124,80,6,7,364,0,7,0,17,34294,1
34608,80,6,7,498,2163,6,5,27,206,1
46902,80,6,7,813,2239,5,6,27,4,1
50581,41952,6,7,795,4374,10,12,27,729,0
34602,80,6,7,576,696,5,4,27,114,1
41984,80,6,7,547,12815,6,12,27,1601,1
47114,80,6,7,597,2239,6,6,27,12,1
4230,53,17,5.169,67,1198,1,1,0,12,0
57476,80,6,7,458,2163,5,5,27,201,1
47241,53,17,5,85,358,1,1,0,363,0
56374,80,6,7,476,696,5,4,27,502,1
48818,80,6,7,599,2286,6,6,27,5993,1
47800,80,6,7,566,2239,6,6,27,3,1
34181,15600,17,0,63,0,1,0,0,0,0
42370,53,17,5,108,108,2,2,0,3,1
56556,80,6,7,458,2163,5,5,27,445,1
49148,80,6,7,507,3812,5,7,27,78,1
47766,80,6,7,474,2816,5,6,27,1661,1
35542,53,17,5,75,406,1,1,0,24,0
42805,15600,17,0,63,0,1,0,0,0,0
34458,80,6,7,459,696,5,4,27,122,1
58352,80,6,7,698,696,5,4,27,126,1
58430,80,6,7,458,2163,5,5,27,264,1
18232,53,17,5,99,155,1,1,0,12,0
47120,80,6,7,573,2239,5,6,27,13,1
38735,15600,17,0,63,0,1,0,0,0,0
45490,53,17,5,100,100,2,2,0,3,1
58036,80,6,7,112,60,2,1,18,329,1
48916,80,6,7,104,52,2,1,17,322,1
45046,80,6,7,556,2472,6,6,27,1678,1
19207,53,17,5,72,756,1,1,0,13,0
47826,80,6,7,517,2239,5,6,27,11,1
50191,41952,6,7,438,4310,5,8,27,28,0
47876,80,6,7,216,112,4,2,19,11,1
50000,80,6,7,216,2239,4,6,27,120,1
45040,53,17,5,108,108,2,2,0,2,1
56382,80,6,7,476,696,5,4,27,166,1
51572,53,17,5,130,146,2,2,0,2,1
53808,53,17,5,64,124,1,1,0,309,0
51223,53,17,5,236,373,2,2,0,133,0
38688,80,6,7.178,547,12815,6,12,27,1684,1
55954,1900,17,153.12,459,0,3,0,0,615,0
30858,53,17,5,64,1054,1,1,0,12,0
34484,80,6,7,458,2163,5,5,27,132,1
47622,80,6,7,927,2239,6,6,27,12,1
57732,80,6,7,458,2163,5,5,27,172,1
47148,80,6,7,576,2239,5,6,27,15,1
47872,80,6,7,584,2239,5,6,27,17,1
47820,80,6,7,632,2239,6,6,27,12,1
36066,80,6,7,112,60,2,1,18,327,1
57770,80,6,7,493,696,5,4,27,177,1
42082,80,6,7,559,12815,6,12,27,1540,1
48302,80,6,7,596,2816,6,6,27,5995,1
58490,80,6,7,458,2163,5,5,27,247,1
34328,80,6,7,458,2163,5,5,27,199,1
52482,53,17,5,130,146,2,2,0,3,1
47020,80,6,7,630,2239,5,6,27,11,1
38476,80,6,7.178,707,12815,7,12,27,1656,1
49530,80,6,7,156,104,3,2,17,4801,0
47826,80,6,7,517,2239,5,6,27,11,1
46950,53,17,5,136,168,2,2,0,3,1
62252,53,17,5,72,1200,1,1,0,22,0
58852,5355,17,154,122,0,2,0,0,0,0
57784,80,6,7,514,696,5,4,27,155,1
34476,80,6,7,458,2163,5,5,27,143,1
58568,80,6,7,504,696,5,4,27,218,1
48621,53,17,5,130,146,2,2,0,2,1
52149,9197,6,7,344,608,5,5,27,31,0
56850,80,6,7,458,2163,5,5,27,164,1
48088,15600,17,0,63,0,1,0,0,0,0
56428,80,6,7,498,2163,6,5,27,289,1
49930,9197,6,7,551,17184,8,15,27,21,0
41716,80,6,7,558,12815,6,12,27,1352,1
34372,80,6,7,458,2163,5,5,27,162,1
38642,80,6,7.178,551,12815,6,12,27,1659,1
57557,59562,17,12,629,0,2,0,0,39,0
48776,80,6,7,52,0,1,0,17,0,1
56800,80,6,7,476,696,5,4,27,141,1
48862,80,6,7,685,2286,6,6,27,1524,1
58496,80,6,7,559,696,5,4,27,160,1
60887,53,17,5,108,108,2,2,0,2,1
47642,80,6,7,563,2239,6,6,27,34,1
36032,80,6,7.178,658,12815,7,12,27,1325,1
58524,80,6,7,458,2163,5,5,27,184,1
58686,1900,17,153.12,459,0,3,0,0,616,0
35184,80,6,7,100,52,2,1,18,7,1
56974,80,6,7,458,2163,5,5,27,181,1
47140,80,6,7,555,2239,5,6,27,12,1
41552,80,6,7,743,12611,7,12,27,1668,1
57826,80,6,7,458,2163,5,5,27,209,1
58642,80,6,7,521,696,5,4,27,156,1
49034,80,6,7,689,3760,5,6,27,129,1
59353,62253,17,12,629,0,2,0,0,9,0
56680,80,6,7,458,2163,5,5,27,207,1
57542,80,6,7,850,696,5,4,27,233,1
44487,53,17,5.178,80,366,1,1,0,126,0
48902,80,6,7,553,2479,6,6,27,1623,1
49165,53,17,5,136,168,2,2,0,0,1
41720,80,6,7,572,12815,6,12,27,1311,1
49402,80,6,7,525,3760,5,6,27,55,1
58804,80,6,7,459,696,5,4,27,230,1
49964,80,6,7,785,2239,5,6,27,214,1
36056,80,6,7,553,2479,6,6,27,1688,1
34730,80,6,7,497,696,5,4,27,178,1
59376,443,6,91.126,2457,152454,32,113,27,27311,0
48022,80,6,7,553,2408,6,6,27,999,1
58452,80,6,7,465,696,5,4,27,130,1
123,123,17,9,76,76,1,1,0,24,0
56592,80,6,7,458,2163,5,5,27,222,1
6354,53,17,5.126,72,271,1,1,0,104,0
49332,80,6,7,403,3708,3,5,27,149,1
38492,15600,17,0,63,0,1,0,0,0,0
40552,53,17,5,136,168,2,2,0,0,1
34342,80,6,7,694,696,5,4,27,127,1
34258,80,6,7,476,696,5,4,27,225,1
56402,80,6,7,459,696,5,4,27,142,1
2932,53,17,5,72,791,1,1,0,11,0
25158,53,17,5,70,637,1,1,0,151,0
57718,80,6,7,498,696,5,4,27,155,1
34388,80,6,7,458,2163,5,5,27,154,1
55109,53,17,5,100,100,2,2,0,3,1
65508,5355,17,154,122,0,2,0,0,0,0
42720,80,6,7,603,12815,6,12,27,1316,1
39384,15600,17,0,63,0,1,0,0,0,0
35448,80,6,7.178,641,12815,6,12,27,1471,1
56584,80,6,7,458,2163,5,5,27,231,1
35756,80,6,7,1408,1444,16,13,25,104557,1
49700,53,17,5,130,146,2,2,0,5,1
42074,80,6,7,646,12815,6,12,27,1523,1
49982,80,6,7,758,2239,5,6,27,80,1
48782,80,6,7,585,2816,6,6,27,2767,1
51933,15600,17,0,63,0,1,0,0,0,0
46890,80,6,7,729,2239,5,6,27,11,1
49192,80,6,7,504,3760,5,6,27,101,1
49332,80,6,7,403,3708,3,5,27,149,1
56233,53,17,5,108,108,2,2,0,2,1
50051,9197,6,7,494,22815,7,19,27,19,0
41614,80,6,7.178,603,12815,6,12,27,1458,1
34536,80,6,7,458,2163,5,5,27,187,1
58530,80,6,7,516,696,5,4,27,178,1
46938,80,6,7,773,2239,5,6,27,14,1
35726,80,6,7.178,537,12815,5,12,27,1348,1
47856,80,6,7,528,2239,5,6,27,10,1
43741,15600,17,0,63,0,1,0,0,0,0
58642,80,6,7,521,696,5,4,27,156,1
58084,80,6,7,526,2816,6,6,27,1409,1
34438,80,6,7,657,696,5,4,27,95,1
40004,443,6,91.178,1270,3572,12,9,31,6152,0
47632,80,6,7,579,2239,5,6,27,36,1
47590,80,6,7,781,2239,6,6,27,3,1
37030,15600,17,0,63,0,1,0,0,0,0
43874,53,17,5,73,228,1,1,0,205,0
56454,80,6,7,572,696,5,4,27,141,1
41676,80,6,7.178,505,12815,5,12,27,1427,1
49162,80,6,7,535,3812,5,7,27,75,1
58664,80,6,7,469,696,5,4,27,162,1
56774,53,17,5,130,146,2,2,0,2,1
47654,80,6,7,526,2239,5,6,27,30,1
41154,80,6,7,10937,60020,55,61,31,11182,0
35898,80,6,7.178,579,12815,6,12,27,1566,1
58258,80,6,7,458,2163,5,5,27,237,1
5353,5353,17,8,1108,0,12,0,0,16,0
58102,80,6,7,212,2174,5,4,29,321,1
58818,80,6,7,458,2163,5,5,27,186,1
49432,80,6,7,216,112,4,2,19,24,1
50914,9197,6,7,344,608,5,5,27,11,0
57686,80,6,7,458,2163,5,5,27,186,1
33694,53,17,5,100,100,2,2,0,2,1
41518,80,6,7.178,544,12815,6,12,27,1571,1
49476,80,6,7,559,3812,5,7,27,123,1
13232,53,17,5,67,1195,1,1,0,12,0
33561,15600,17,0,63,0,1,0,0,0,0
62120,53,17,5.126,59,75,1,1,0,102,0
36114,80,6,7.178,606,12815,6,12,27,1416,1
34738,80,6,7,511,696,5,4,27,151,1
38708,80,6,7.178,620,12815,6,12,27,1641,1
56580,80,6,7,458,2163,5,5,27,241,1
34446,80,6,7,723,696,5,4,27,138,1
35362,80,6,7.178,756,12815,5,12,27,1499,1
49948,80,6,7,811,2179,5,5,27,261,1
48002,80,6,7,112,60,2,1,18,319,1
56524,80,6,7,458,2163,5,5,27,226,1
34570,15600,17,0,63,0,1,0,0,0,0
57752,80,6,7,458,2163,5,5,27,232,1
41964,80,6,7,788,12815,6,12,27,1586,1
41726,80,6,7.178,547,12815,6,12,27,1377,1
57768,80,6,7,458,2163,5,5,27,237,1
45969,15600,17,0,63,0,1,0,0,0,0
47606,80,6,7,811,2239,5,6,27,15,1
56922,80,6,7,458,2163,5,5,27,218,1
50588,53,17,5,130,146,2,2,0,0,1
41103,64251,17,12,440,0,1,0,0,0,0
57020,80,6,7,524,696,5,4,27,97,1
46942,80,6,7,514,2239,5,6,27,15,1
47102,80,6,7,590,2239,5,6,27,10,1
5353,5353,17,8,1108,0,12,0,0,11,0
46962,80,6,7,612,2239,5,6,27,15,1
63104,53,17,5,62,375,1,1,0,11,0
34670,80,6,7,476,696,5,4,27,98,1
47852,80,6,7,526,2816,6,6,27,1653,1
41922,80,6,7,944,12815,6,12,27,1611,1
49332,80,6,7,403,3708,3,5,27,149,1
50006,80,6,7,690,2239,3,6,27,110,1
56594,80,6,7,468,696,5,4,27,174,1
56588,80,6,7,458,2163,5,5,27,204,1
47514,80,6,7,482,2239,5,6,27,4,1
41550,80,6,7.178,585,12815,7,12,27,1540,1
57366,80,6,7,542,527,5,4,27,281,1
34478,80,6,7,468,696,5,4,27,105,1
35882,80,6,7.178,565,12815,6,12,27,1564,1
49032,80,6,7,715,3760,5,6,27,99,1
56942,80,6,7,458,2163,5,5,27,194,1
58292,80,6,7,482,696,5,4,27,258,1
41548,80,6,7,707,12815,7,12,27,1611,1
56900,80,6,7,482,696,5,4,27,164,1
35248,15600,17,0,63,0,1,0,0,0,0
48898,80,6,7,526,2816,6,6,27,1660,1
56786,80,6,7,456,696,5,4,27,143,1
57860,80,6,7,458,2163,5,5,27,208,1
3687,53,17,5,81,97,1,1,0,13,0
40679,15600,17,0,63,0,1,0,0,0,0
43185,1900,17,153.12,306,0,2,0,0,307,0
41596,80,6,7,937,12815,6,12,27,1554,1
49914,80,6,7,700,2187,3,5,26,108,1
47826,80,6,7,517,2239,5,6,27,11,1
57828,80,6,7,497,696,5,4,27,184,1
49848,443,6,91.126,1968,5342,18,16,27,29598,0
42332,80,6,7,596,12815,6,12,27,1455,1
57034,80,6,7,180,132,4,3,19,128,1
34408,80,6,7,458,2163,5,5,27,133,1
59558,5355,17,154,122,0,2,0,0,0,0
47058,80,6,7,535,2239,5,6,27,11,1
56912,80,6,7,503,696,5,4,27,148,1
38936,1880,6,7,3588,2001,15,10,27,19738,0
50134,9197,6,7,344,855,5,5,27,13,0
49112,80,6,7,784,3812,5,7,27,111,1
56967,1900,17,153.12,495,0,3,0,0,6001,0
41449,15600,17,0,63,0,1,0,0,0,0
43833,53,17,5.169,71,239,1,1,0,270,0
138,138,17,10.16,1030,0,4,0,0,0,0
59055,53,17,5,62,121,1,1,0,233,0
56824,80,6,7,511,696,5,4,27,159,1
45978,53,17,5,236,349,2,2,0,25,0
58532,80,6,7,458,2163,5,5,27,280,1
58220,80,6,7,474,2816,5,6,27,964,1
33804,53,17,5,78,134,1,1,0,16,0
41702,80,6,7,596,12815,6,12,27,1364,1
46952,80,6,7,523,2239,5,6,27,14,1
56824,80,6,7,511,696,5,4,27,159,1
57360,80,6,7,458,2163,5,5,27,1572,1
47704,80,6,7,548,2239,5,6,27,13,1
56570,80,6,7,462,696,5,4,27,290,1
34336,80,6,7,458,2163,5,5,27,160,1
49165,53,17,5,136,168,2,2,0,0,1
47425,53,17,5,71,792,1,1,0,241,0
45675,1900,17,153.12,459,0,3,0,0,614,0
56335,53,17,5,72,402,1,1,0,12,0
35330,80,6,7.178,938,12815,6,12,27,1527,1
34240,80,6,7,458,2163,5,5,27,1370,1
47468,80,6,7,554,2471,6,6,27,1705,1
63565,53,17,5,75,159,1,1,0,12,0
49188,80,6,7,497,3812,5,7,27,105,1
52422,80,6,7,451,3760,5,6,27,983,1
49378,80,6,7,490,3760,5,6,27,169,1
49888,80,6,7,528,2239,5,6,27,902,1
49964,80,6,7,785,2239,5,6,27,214,1
58840,80,6,7,521,696,5,4,27,163,1
47586,80,6,7,750,2239,5,6,27,15,1
58112,80,6,7,391,112,3,2,26,630,1
57364,80,6,7,479,2052,5,5,27,1720,1
57720,80,6,7,458,2163,5,5,27,209,1
49130,80,6,7,480,3812,5,7,27,103,1
58408,80,6,7,824,696,5,4,27,154,1
35692,1900,17,153.12,459,0,3,0,0,613,0
42736,80,6,7,565,12815,5,12,27,1380,1
59388,15600,17,0,63,0,1,0,0,0,0
33704,15600,17,0,63,0,1,0,0,0,0
34438,80,6,7,657,696,5,4,27,95,1
47748,80,6,7,508,2239,5,6,27,14,1
47754,80,6,7,521,2239,5,6,27,4,1
34700,80,6,7,458,2163,5,5,27,138,1
50015,63503,17,12,310,0,1,0,0,0,0
47776,80,6,7,569,2239,6,6,27,29,1
49874,80,6,7,540,2239,5,6,27,150,1
56400,80,6,7,458,2163,5,5,27,203,1
58826,80,6,7,458,2163,5,5,27,188,1
50551,15600,17,0,63,0,1,0,0,0,0
34618,80,6,7,472,696,5,4,27,192,1
57704,80,6,7,458,2163,5,5,27,189,1
49030,80,6,7,104,52,2,1,17,320,1
49592,80,6,7,527,2525,5,6,27,1216,1
45098,55513,17,12,353,0,1,0,0,0,0
57344,53,17,5.178,72,133,1,1,0,12,0
58504,80,6,7,477,696,5,4,27,175,1
49356,80,6,7,601,3812,6,7,27,105,1
48842,80,6,7,417,112,3,2,26,653,1
50257,49152,6,7,403,1203,5,5,27,9,0
0,0,2,82,160,0,4,0,0,737,0
57632,80,6,7,458,2163,5,5,27,220,1
55960,58856,17,12,440,0,1,0,0,0,0
57974,80,6,7,500,696,5,4,27,188,1
60653,5355,17,154,122,0,2,0,0,0,0
41664,80,6,7,548,12815,6,12,27,1428,1
43803,53,17,5,100,100,2,2,0,7,1
38562,80,6,7.178,692,12815,7,12,27,1604,1
47028,80,6,7,514,2239,5,6,27,12,1
58048,53,17,5,71,118,1,1,0,351,0
58116,80,6,7,555,2409,6,6,27,995,1
58628,80,6,7,458,2163,5,5,27,230,1
47566,80,6,7,534,2239,5,6,27,15,1
47014,80,6,7,624,2239,5,6,27,16,1
38496,80,6,7.178,842,12815,6,12,27,1689,1
56834,80,6,7,458,2163,5,5,27,180,1
41688,80,6,7,544,12815,6,12,27,1379,1
49484,80,6,7,1424,1548,16,15,24,118012,0
63099,53,17,5,98,129,1,1,0,163,0
62034,53,17,5,81,405,1,1,0,352,0
62930,53,17,5.219,61,475,1,1,0,27,0
56658,80,6,7,490,696,5,4,27,204,1
49186,80,6,7,490,3812,5,7,27,91,1
41674,80,6,7.178,547,12815,6,12,27,1412,1
47000,80,6,7,596,2239,6,6,27,14,1
48842,80,6,7,212,2174,5,4,29,325,1
33970,1900,17,153.12,459,0,3,0,0,615,0
56788,80,6,7,300,132,6,3,19,3493,1
35162,80,6,7.178,750,12815,6,12,27,1594,1
53808,53,17,5.126,64,124,1,1,0,438,0
49864,80,6,7,502,2239,5,6,27,101,1
49808,80,6,7,534,2239,5,6,27,51,1
57894,80,6,7,525,696,5,4,27,130,1
62674,3702,17,153,8864,0,8,0,0,1041,0
35643,53,17,5,130,146,2,2,0,2,1
56358,80,6,7,784,527,5,4,27,1624,1
42420,80,6,7,586,12815,6,12,27,1470,1
50344,9197,6,7,344,608,5,5,27,13,0
34768,80,6,7,458,2163,5,5,27,143,1
2363,53,17,5,76,523,1,1,0,12,0
58436,80,6,7,725,696,5,4,27,174,1
51526,53,17,5,130,146,2,2,0,3,1
49660,80,6,7,534,2239,6,6,27,86,1
34698,80,6,7,525,696,5,4,27,106,1
42366,80,6,7,541,12815,6,12,27,1412,1
37192,53,17,5,130,146,2,2,0,3,1
34764,15600,17,0,63,0,1,0,0,0,0
34272,80,6,7,458,2163,5,5,27,134,1
56974,80,6,7,458,2163,5,5,27,181,1
45131,1900,17,153.12,306,0,2,0,0,307,0
50934,41952,6,7,518,4350,7,9,27,14,0
47174,80,6,7,577,2239,5,6,27,3,1
47672,80,6,7,529,2239,5,6,27,13,1
47662,80,6,7,610,2239,5,6,27,27,1
56404,80,6,7,458,2163,5,5,27,196,1
58860,80,6,7,475,696,5,4,27,171,1
42062,80,6,7,594,12815,5,12,27,1511,1
58600,80,6,7,576,696,5,4,27,146,1
34694,80,6,7,518,696,5,4,27,100,1
47072,80,6,7,577,2239,5,6,27,10,1
42240,15600,17,0,63,0,1,0,0,0,0
56446,80,6,7,572,696,5,4,27,232,1
38190,15600,17,0,63,0,1,0,0,0,0
58288,80,6,7,488,696,5,4,27,140,1
49126,80,6,7,595,3812,5,7,27,103,1
80,36108,6,7,104,104,2,2,17,8941,0
42090,80,6,7,533,12815,6,12,27,1537,1
47686,80,6,7,568,2239,5,6,27,15,1
46950,80,6,7,569,2239,6,6,27,4,1
37858,1900,17,153.12,459,0,3,0,0,614,0
56962,80,6,7,458,2163,5,5,27,165,1
42292,80,6,7,502,12815,5,12,27,1463,1
49818,80,6,7,511,2239,5,6,27,191,1
56520,80,6,7,458,2163,5,5,27,202,1
49580,62253,17,12,440,0,1,0,0,0,0
36530,56304,17,12,350,0,1,0,0,0,0
42616,80,6,7,547,12815,5,12,27,1368,1
58332,80,6,7,694,696,5,4,27,137,1
57742,80,6,7,576,696,5,4,27,128,1
39933,15600,17,0,63,0,1,0,0,0,0
49342,80,6,7,559,3812,6,7,27,34,1
34620,80,6,7,458,2163,5,5,27,194,1
48858,80,6,7,451,3812,5,7,27,32,1
50405,80,6,7,80,40,2,1,17,11,0
21945,53,17,5,98,802,1,1,0,12,0
46882,80,6,7,772,2239,6,6,27,14,1
52295,15600,17,0,63,0,1,0,0,0,0
42599,58856,17,12,350,0,1,0,0,0,0
45027,53,17,5.126,74,655,1,1,0,13,0
58251,53,17,5.22,68,100,1,1,0,12,0
36150,80,6,7.178,544,12815,6,12,27,1248,1
57766,80,6,7,486,696,5,4,27,164,1
47048,80,6,7,639,2239,6,6,27,13,1
50014,80,6,7,216,2239,4,6,27,110,1
47782,80,6,7,541,2239,5,6,27,16,1
45738,80,6,7,554,2473,6,6,27,1679,1
57770,80,6,7,493,696,5,4,27,177,1
58480,80,6,7,474,696,5,4,27,154,1
6866,53,17,5,74,873,1,1,0,13,0
56554,80,6,7,697,696,6,4,27,372,1
62674,3702,17,153,8864,0,8,0,0,717,0
48012,80,6,7,550,2286,6,6,27,1006,1
49082,80,6,7,541,3812,5,7,27,82,1
50468,9197,6,7,344,2022,5,6,27,13,0
49088,80,6,7,487,3812,5,7,27,98,1
49356,80,6,7,601,3812,6,7,27,105,1
55632,53,17,5,84,173,1,1,0,249,0
37561,53,17,5.178,73,121,1,1,0,232,0
50464,7678,6,7,406,1945,5,6,27,13,0
47552,80,6,7,580,2239,6,6,27,116,1
42516,15600,17,0,63,0,1,0,0,0,0
57482,80,6,7,700,696,5,4,27,146,1
47064,80,6,7,601,2239,6,6,27,10,1
47432,80,6,7,526,2816,6,6,27,997,1
50093,9197,6,7,344,3913,5,7,27,13,0
58712,80,6,7,469,696,5,4,27,177,1
57494,80,6,7,458,2163,5,5,27,219,1
49324,80,6,7,493,3812,5,7,27,84,1
58434,80,6,7,458,2163,5,5,27,236,1
34346,80,6,7,668,696,5,4,27,118,1
46838,80,6,7,607,2525,6,6,27,149,1
46946,80,6,7,563,2239,6,6,27,3,1
40520,63503,17,12,350,0,1,0,0,0,0
49660,80,6,7,2274,2907,6,7,27,976,1
22482,53,17,5,70,697,1,1,0,25,0
50045,9197,6,7,344,3913,5,7,27,59,0
47816,80,6,7,553,2478,6,6,27,1848,1
58732,80,6,7,458,2163,5,5,27,194,1
42038,53,17,5,100,100,2,2,0,4,1
47588,80,6,7,752,2239,5,6,27,3,1
41614,80,6,7,492,12815,5,12,27,1538,1
46852,80,6,7,502,2239,5,6,27,39,1
25955,53,17,5,73,804,1,1,0,125,0
47068,80,6,7,615,2239,6,6,27,4,1
37862,80,6,7.178,670,12611,6,12,27,1747,1
46810,80,6,7,528,2525,5,6,27,1009,1
41990,80,6,7,544,12815,6,12,27,1584,1
41870,80,6,7,854,12815,6,12,27,1565,1
39177,53,17,5,100,100,2,2,0,2,1
57582,80,6,7,705,696,5,4,27,208,1
56430,80,6,7,482,696,5,4,27,210,1
47670,80,6,7,668,2239,6,6,27,19,1
49390,80,6,7,510,3812,5,7,27,93,1
34880,80,6,7,458,2163,5,5,27,170,1
49448,80,6,7,546,3812,5,7,27,148,1
41708,80,6,7.178,620,12815,7,12,27,1409,1
35548,80,6,7.178,542,12815,6,12,27,1617,1
47634,80,6,7,758,2239,6,6,27,6,1
41594,15600,17,0,63,0,1,0,0,0,0
50922,41952,6,7,795,4374,10,12,27,742,0
41934,80,6,7,936,12815,6,12,27,1612,1
64687,53,17,5.176,73,89,1,1,0,250,0
35116,80,6,7.178,564,12815,6,12,27,1623,1
58786,80,6,7,458,2163,5,5,27,227,1
58246,80,6,7,458,2163,5,5,27,440,1
48886,80,6,7,526,2816,6,6,27,2842,1
50897,9197,6,7,488,6921,5,9,27,11,0
35858,15600,17,0,63,0,1,0,0,0,0
41580,80,6,7.178,580,12815,6,12,27,1489,1
41013,53,17,5,100,100,2,2,0,2,1
48848,80,6,7,451,3760,5,6,27,983,1
47092,80,6,7,555,2239,5,6,27,11,1
38634,80,6,7.178,610,12815,6,12,27,1661,1
58042,80,6,7,531,696,5,4,27,262,1
38722,80,6,7.178,582,12815,6,12,27,1719,1
48914,80,6,7,212,2174,5,4,29,325,1
58166,80,6,7,474,2816,5,6,27,986,1
57878,80,6,7,497,696,5,4,27,125,1
57710,80,6,7,475,696,5,4,27,129,1
57760,80,6,7,458,2163,5,5,27,219,1
34473,15600,17,0,63,0,1,0,0,0,0
49500,80,6,7,601,3812,6,7,27,51,1
42690,80,6,7,575,12815,6,12,27,1308,1
49090,80,6,7,780,3760,5,6,27,76,1
56612,80,6,7,458,2163,5,5,27,170,1
42851,15600,17,0,63,0,1,0,0,0,0
57888,80,6,7,458,2163,5,5,27,259,1
50481,9197,6,7,344,855,5,5,27,10,0
23562,53,17,5,73,794,1,1,0,14,0
36026,80,6,7.178,607,12815,6,12,27,1524,1
49218,80,6,7,572,2816,6,6,27,971,1
47646,80,6,7,566,2239,6,6,27,27,1
42206,80,6,7,638,12815,7,12,27,1489,1
53623,15600,17,0,63,0,1,0,0,0,0
48802,80,6,7,104,52,2,1,17,321,1
50022,7678,6,7,387,1945,5,6,27,11,0
47613,53,17,5,217,1022,3,3,0,2749,0
56940,80,6,7,462,696,5,4,27,168,1
57778,80,6,7,507,696,5,4,27,155,1
47884,80,6,7,104,52,2,1,17,321,1
35140,80,6,7.178,655,12815,6,12,27,1612,1
50648,53,17,5,130,146,2,2,0,2,1
47082,80,6,7,517,2239,5,6,27,4,1
39183,15600,17,0,63,0,1,0,0,0,0
58570,80,6,7,458,2163,5,5,27,277,1
41420,80,6,7.178,694,12611,6,12,27,1676,1
46936,80,6,7,706,2239,5,6,27,4,1
47132,80,6,7,527,2239,5,6,27,12,1
47636,80,6,7,773,2239,5,6,27,30,1
58714,80,6,7,458,2163,5,5,27,216,1
56826,80,6,7,458,2163,5,5,27,269,1
34518,80,6,7,451,696,5,4,27,152,1
58550,80,6,7,458,2163,5,5,27,204,1
49656,80,6,7,755,2894,6,6,27,966,1
47134,80,6,7,534,2239,5,6,27,13,1
56938,80,6,7,458,2163,5,5,27,222,1
42274,80,6,7,541,12815,6,12,27,1480,1
34362,80,6,7,698,696,5,4,27,117,1
47084,80,6,7,527,2239,5,6,27,12,1
56758,80,6,7,500,696,5,4,27,347,1
63260,53,17,5.126,76,92,1,1,0,101,0
58856,80,6,7,465,696,5,4,27,186,1
47770,80,6,7,629,2239,6,6,27,34,1
58802,80,6,7,458,2163,5,5,27,285,1
47942,80,6,7,526,2816,6,6,27,2645,1
57998,80,6,7,458,2163,5,5,27,279,1
58094,80,6,7,594,2498,6,6,27,1437,1
56036,443,6,91.126,829,4362,10,8,31,27217,0
57896,80,6,7,458,2163,5,5,27,203,1
58121,53,17,5,108,108,2,2,0,4,1
58843,1900,17,153.12,459,0,3,0,0,614,0
35578,80,6,7.178,598,12815,6,12,27,1639,1
47626,80,6,7,907,2239,5,6,27,12,1
48946,80,6,7,781,3812,5,7,27,130,1
